"Start.station.number","End.station.number","freq","start.lat","start.lon","end.lat","end.lon"
31002,31626,6,38.856425,-77.049232,38.88732,-76.983569
31002,31627,4,38.856425,-77.049232,38.905707,-77.003041
31002,31628,3,38.856425,-77.049232,38.87861,-77.006004
31002,31629,3,38.856425,-77.049232,38.889988,-76.995193
31002,31630,1,38.856425,-77.049232,38.889908,-76.983326
31002,31631,1,38.856425,-77.049232,38.897274,-76.994749
31002,31633,2,38.856425,-77.049232,38.887312,-77.025762
31002,31634,1,38.856425,-77.049232,38.87501,-77.0024
31002,31637,1,38.856425,-77.049232,38.899703,-77.008911
31002,31641,2,38.856425,-77.049232,38.894972,-77.003135
31002,31700,1,38.856425,-77.049232,38.8601,-76.9672
31002,31701,1,38.856425,-77.049232,38.8692,-76.9599
31002,31712,1,38.856425,-77.049232,38.894474,-76.974828
31002,31903,11,38.856425,-77.049232,38.799267,-77.0447
31002,31904,1,38.856425,-77.049232,38.884859,-77.155988
31002,31906,8,38.856425,-77.049232,38.812711,-77.061715
31002,31907,2,38.856425,-77.049232,38.798133,-77.0487
31002,31908,1,38.856425,-77.049232,38.828437,-77.086031
31002,31909,10,38.856425,-77.049232,38.843422,-77.064016
31002,31910,20,38.856425,-77.049232,38.822738,-77.049265
